wid,term_reward,best_next,is_term
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,-0.35187060617513455,-0.5897277666222813,0
wbf132e3,-0.35187060617513455,-0.2714625169730881,0
wbf132e3,-0.23290365289119758,0.524200607149895,0
wbf132e3,-0.23290365289119758,0.524200607149895,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,-0.23290365289119758,0.04680273267610517,0
wbf132e3,-0.23290365289119758,0.04680273267610517,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-2.136374905434189,-0.5897277666222813,0
wbf132e3,-2.136374905434189,-0.5897277666222813,0
wbf132e3,-1.898440998866315,-0.2714625169730881,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.1946997865160458,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.2714625169730881,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.24296416024455023,-0.2714625169730881,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.4305951417976847,0
wbf132e3,0.956765879948172,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.2714625169730881,0
wbf132e3,1.3136667397999828,0.04680273267610517,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.1946997865160458,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.3136667397999828,-0.2714625169730881,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.12399720696061327,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.2714625169730881,0
wbf132e3,0.005030253676676318,-0.2714625169730881,0
wbf132e3,-0.23290365289119758,-0.5897277666222813,0
wbf132e3,-0.23290365289119758,-0.5897277666222813,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.4305951417976847,0
wbf132e3,0.956765879948172,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.1946997865160458,-0.4305951417976847,0
wbf132e3,1.1946997865160458,-0.2714625169730881,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.1946997865160458,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.12399720696061327,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.12399720696061327,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.4305951417976847,0
wbf132e3,0.956765879948172,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.4305951417976847,0
wbf132e3,0.956765879948172,-0.5897277666222813,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.12399720696061327,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.1946997865160458,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.1946997865160458,-0.4305951417976847,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.5897277666222813,0
wbf132e3,1.0757328332321088,-0.4305951417976847,0
wbf132e3,1.3136667397999828,-0.11232989214849146,1
wbf132e3,-1.0656723258787562,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.005030253676676318,-0.5897277666222813,0
wbf132e3,0.24296416024455023,-0.2714625169730881,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
w8898d8b,-1.0656723258787562,-0.5897277666222813,1
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,1.0757328332321088,2.274659480220458,0
wb3db938,0.956765879948172,2.1155268553958613,0
wb3db938,0.956765879948172,1.797261605746668,0
wb3db938,0.956765879948172,1.797261605746668,0
wb3db938,0.956765879948172,1.797261605746668,0
wb3db938,1.6705675996517937,2.274659480220458,0
wb3db938,1.6705675996517937,2.274659480220458,0
wb3db938,1.6705675996517937,2.274659480220458,0
wb3db938,1.6705675996517937,2.274659480220458,0
wb3db938,1.6705675996517937,2.274659480220458,0
wb3db938,1.6705675996517937,2.274659480220458,1
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,-0.9467053725948192,-0.5897277666222813,0
wb3db938,1.1946997865160458,2.274659480220458,1
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-0.8277384193108823,-0.5897277666222813,0
wb3db938,-0.11393669960726063,-0.5897277666222813,0
wb3db938,2.0274684595036043,2.274659480220458,1
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-0.35187060617513455,-0.5897277666222813,0
wb3db938,-0.35187060617513455,0.3650679823252984,0
wb3db938,0.718831973380298,1.797261605746668,0
wb3db938,1.0757328332321088,-0.11232989214849146,0
wb3db938,1.4326336930839196,0.3650679823252984,0
wb3db938,1.6705675996517937,0.6833332319744916,1
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,1.0757328332321088,2.274659480220458,0
wb3db938,1.7895345529357305,2.274659480220458,0
wb3db938,1.5516006463678567,2.274659480220458,1
wb3db938,-1.0656723258787562,-0.5897277666222813,0
wb3db938,1.0757328332321088,2.274659480220458,0
wb3db938,1.3136667397999828,2.274659480220458,0
wb3db938,0.5998650200963611,1.6381289809220714,0
