wid,gain_z,jump
w00e45aa,0.030335114192281035,0
w00e45aa,0.030335114192281035,0
w00e45aa,0.030335114192317457,0
w00e45aa,0.23586136440461736,0
w00e45aa,1.0772706271478083,0
w00e45aa,0.030335114192281035,0
w00e45aa,0.13846401063527092,0
w00e45aa,-1.7718131598570648,0
w00e45aa,-3.814247870446323,0
w00e45aa,0.04498539074302351,0
w00e45aa,0.030335114192281035,0
w00e45aa,0.10542462561100377,0
w00e45aa,-1.2902390932916707,0
w00e45aa,-0.9948870150446947,0
w00e45aa,0.030335114192281035,0
w00e45aa,,0
w00e45aa,,0
w02b14d3,0.030335114192281035,0
w02b14d3,-0.0417508167697183,0
